Upload an image of the maze,Solved Maze,flag,username,timestamp
/home/herises/dev/Grafos1_Maze_Solver/src/flagged/Upload an image of the maze/83ed1a4884c49ffc5fc72628b09c89d1adcc5df4/tmpwsqipw35.png,/home/herises/dev/Grafos1_Maze_Solver/src/flagged/Solved Maze/f6031213faf92ed5847643e472120c490aa74712/tmpjvecjhcm.png,,,2023-09-19 09:35:29.877624
